"Date","ST","ET","use[kW]","gen [kW]","House overall [kW]","Dishwasher [kW]","Furnace 1 [kW]","Furnace 2 [kW]","Home office [kW]","Fridge [kW]","Wine cellar [kW]","Garage door [kW]","Kitchen 12 [kW]","Kitchen 14 [kW]","Kitchen 38 [kW]","Barn [kW]","Well [kW]","Microwave [kW]","Living room [kW]","Solar [kW]"
"2/21/2017","1:00","2:00","1.235616667","0.001066667","1.235616667","0.096716667","0.021266667","0.6652","0.0402","0.107433333","0.007433333","0.013233333","0.000383333","0.000366667","1.67E-5","0.029816667","0.001","0.00415","0.00145","0.001066667"
"2/21/2017","2:00","3:00","1.297166667","0.001166667","1.297166667","0.116633333","0.0214","0.6638","0.040233333","0.142216667","0.007616667","0.013316667","0.00035","0.00035","0","0.02995","0.001","0.004183333","0.00145","0.001166667"
"2/21/2017","3:00","4:00","1.231233333","0.001266667","1.231233333","0.101466667","0.021516667","0.658916667","0.040233333","0.107416667","0.0075","0.0134","0.0004","0.000366667","1.67E-5","0.030033333","0.001","0.004183333","0.00155","0.001266667"
"2/21/2017","4:00","5:00","2.348583333","0.001183333","2.348583333","1.349533333","0.018966667","0.573783333","0.040666667","0.106616667","0.0068","0.011883333","0.00055","0.000583333","3.33E-5","0.0298","0.001033333","0.004166667","0.001566667","0.001183333"
"2/21/2017","5:00","6:00","2.156233333","0.001016667","2.156233333","1.34695","0.0186","0.417566667","0.040716667","0.10655","0.006633333","0.01175","0.000583333","0.000666667","1.67E-5","0.029816667","0.001033333","0.004166667","0.001533333","0.001016667"
"2/21/2017","6:00","7:00","1.729266667","0.000983333","1.729266667","1.3445","0.01775","0.072616667","0.041066667","0.106333333","0.006466667","0.0115","0.000633333","0.000933333","0","0.02975","0.001016667","0.00415","0.001516667","0.000983333"
"2/21/2017","7:00","8:00","1.729016667","0.000966667","1.729016667","1.342766667","0.017733333","0.071666667","0.041","0.1063","0.00675","0.011466667","0.000616667","0.000966667","1.67E-5","0.029733333","0.001016667","0.00415","0.00155","0.000966667"
"2/21/2017","8:00","9:00","1.738333333","0.001","1.738333333","1.353033333","0.0178","0.071433333","0.041033333","0.106266667","0.006583333","0.011516667","0.000616667","0.000983333","0","0.029816667","0.001033333","0.00415","0.001583333","0.001"
"2/21/2017","9:00","10:00","1.739416667","0.00095","1.739416667","1.3525","0.017783333","0.072133333","0.041016667","0.106233333","0.006533333","0.0115","0.000616667","0.000983333","1.67E-5","0.029866667","0.001033333","0.004183333","0.00155","0.00095"
"2/21/2017","10:00","11:00","1.735283333","0.0009","1.735283333","1.350316667","0.017783333","0.07065","0.041133333","0.106366667","0.006416667","0.0115","0.000666667","0.000933333","1.67E-5","0.029883333","0.001033333","0.004166667","0.001516667","0.0009"
"2/21/2017","11:00","12:00","1.734733333","0.00085","1.734733333","1.3462","0.017766667","0.072816667","0.040983333","0.106283333","0.0064","0.011516667","0.00065","0.00095","1.67E-5","0.029866667","0.00105","0.00415","0.001583333","0.00085"
"2/21/2017","12:00","13:00","1.730216667","0.0008","1.730216667","1.3449","0.01775","0.071066667","0.041066667","0.1061","0.006466667","0.011483333","0.000633333","0.000933333","0","0.029883333","0.001016667","0.00415","0.00155","0.0008"
"2/21/2017","13:00","14:00","1.735283333","0.000616667","1.735283333","1.348016667","0.017766667","0.0722","0.041083333","0.1068","0.00645","0.0115","0.00065","0.00095","0","0.029933333","0.00105","0.004166667","0.001566667","0.000616667"
"2/21/2017","14:00","15:00","1.736266667","0.000333333","1.736266667","1.352","0.017816667","0.071366667","0.041183333","0.106383333","0.006416667","0.01155","0.00065","0.000966667","1.67E-5","0.03","0.001033333","0.004166667","0.001533333","0.000333333"
"2/21/2017","15:00","16:00","1.735333333","8.33E-5","1.735333333","1.3483","0.017783333","0.073083333","0.041133333","0.106316667","0.006566667","0.011516667","0.000616667","0.000966667","0","0.029983333","0.001016667","0.004166667","0.001533333","8.33E-5"
"2/21/2017","16:00","17:00","1.7338","0.000233333","1.7338","1.347483333","0.01775","0.072516667","0.0412","0.1061","0.006766667","0.0115","0.00065","0.000933333","3.33E-5","0.029983333","0.00105","0.004166667","0.001466667","0.000233333"
"2/21/2017","17:00","18:00","1.72775","0.00045","1.72775","1.34435","0.017683333","0.07085","0.041283333","0.106016667","0.0066","0.011466667","0.000616667","0.00095","1.67E-5","0.029916667","0.001016667","0.004133333","0.00155","0.00045"
"2/21/2017","18:00","19:00","1.730883333","0.000516667","1.730883333","1.3452","0.017683333","0.071416667","0.0413","0.10665","0.0068","0.011433333","0.000616667","0.00095","0","0.02995","0.001","0.00415","0.001533333","0.000516667"
"2/21/2017","19:00","20:00","1.7272","0.000616667","1.7272","1.34115","0.017666667","0.071066667","0.041316667","0.106083333","0.006916667","0.011433333","0.000633333","0.000966667","1.67E-5","0.029966667","0.001016667","0.004133333","0.00155","0.000616667"
"2/21/2017","20:00","21:00","1.73165","0.0007","1.73165","1.3453","0.017766667","0.071716667","0.041433333","0.106116667","0.00675","0.0115","0.000633333","0.000966667","1.67E-5","0.03","0.00105","0.004166667","0.001566667","0.0007"
"2/21/2017","21:00","22:00","1.83115","0.000766667","1.83115","1.285683333","0.0181","0.197783333","0.04155","0.106183333","0.006866667","0.011616667","0.000633333","0.000733333","1.67E-5","0.0298","0.00105","0.00415","0.00145","0.000766667"
"2/21/2017","22:00","23:00","0.869633333","0.00085","0.869633333","0.024316667","0.020933333","0.4133","0.04105","0.106883333","0.007616667","0.0132","0.000466667","0.00025","0","0.030016667","0.001","0.004166667","0.001366667","0.00085"
"2/21/2017","23:00","0:00","1.1731","0.000666667","1.1731","0.000816667","0.0216","0.692933333","0.0406","0.10755","0.007883333","0.01345","0.0004","0.000416667","0","0.0301","0.001","0.004183333","0.001533333","0.000666667"
"2/21/2017","0:00","1:00","1.144633333","0.000766667","1.144633333","0.000816667","0.02165","0.666383333","0.040583333","0.107066667","0.007783333","0.013416667","0.000366667","0.000433333","1.67E-5","0.0302","0.001","0.004183333","0.001583333","0.000766667"
"2/21/2017","1:00","2:00","1.1442","0.0009","1.1442","0.016683333","0.087266667","0.600016667","0.04075","0.107","0.0076","0.013283333","0.000433333","0.000333333","3.33E-5","0.030133333","0.001","0.004183333","0.0015","0.0009"
"2/21/2017","2:00","3:00","1.112366667","0.00115","1.112366667","0.011566667","0.103116667","0.5637","0.040766667","0.106766667","0.007366667","0.013266667","0.000416667","0.0003","3.33E-5","0.030266667","0.001016667","0.0042","0.00155","0.00115"
"2/21/2017","3:00","4:00","0.910716667","0.001516667","0.910716667","0.000333333","0.500133333","0.0781","0.041416667","0.106283333","0.006916667","0.012283333","0.000533333","0.000216667","0","0.0302","0.001016667","0.004183333","0.001633333","0.001516667"
"2/21/2017","4:00","5:00","0.927","0.0015","0.927","0.000333333","0.497866667","0.063216667","0.04145","0.107","0.0072","0.012283333","0.00055","0.0002","0","0.061066667","0.001016667","0.0042","0.00145","0.0015"
"2/21/2017","5:00","6:00","1.15035","0.00185","1.15035","0.000333333","0.485466667","0.06195","0.04155","0.106533333","0.007016667","0.0123","0.000666667","0.00015","1.67E-5","0.266983333","0.001016667","0.004316667","0.001016667","0.00185"
"2/21/2017","6:00","7:00","1.130516667","0.002066667","1.130516667","0.000366667","0.4472","0.06295","0.041283333","0.106383333","0.007366667","0.012383333","0.00065","0.000133333","0","0.282283333","0.001033333","0.0043","0.001016667","0.002066667"
"2/21/2017","7:00","8:00","0.99615","0.00215","0.99615","0.000466667","0.249483333","0.063916667","0.041183333","0.106333333","0.00725","0.012566667","0.000633333","3.33E-5","1.67E-5","0.33235","0.001","0.004333333","0.001","0.00215"
"2/21/2017","8:00","9:00","0.815366667","0.00235","0.815366667","0.0006","0.020233333","0.063583333","0.0411","0.106366667","0.007266667","0.012916667","0.0006","0.000133333","0","0.338283333","0.001016667","0.004266667","0.001","0.00235"
"2/21/2017","9:00","10:00","0.870966667","0.002483333","0.870966667","0.000616667","0.020233333","0.062716667","0.041133333","0.106933333","0.007416667","0.0129","0.000583333","0.00015","1.67E-5","0.339833333","0.001016667","0.004166667","0.001","0.002483333"
"2/21/2017","10:00","11:00","0.87135","0.002566667","0.87135","0.000583333","0.020266667","0.06325","0.041116667","0.106616667","0.007416667","0.012933333","0.000566667","0.000116667","0","0.340333333","0.001","0.004183333","0.001","0.002566667"
"2/21/2017","11:00","12:00","1.019666667","0.002633333","1.019666667","0.000633333","0.020316667","0.063483333","0.041283333","0.1064","0.007266667","0.01295","0.000533333","0.0001","0","0.5081","0.001066667","0.004133333","0.001216667","0.002633333"
"2/21/2017","12:00","13:00","1.067133333","0.002783333","1.067133333","0.025766667","0.020283333","0.06415","0.04115","0.106316667","0.007466667","0.012933333","0.000566667","6.67E-5","1.67E-5","0.539633333","0.00105","0.004133333","0.001233333","0.002783333"
"2/21/2017","13:00","14:00","1.88395","0.002833333","1.88395","0.010566667","0.0201","0.0623","0.041716667","0.106116667","0.007333333","0.012866667","0.0003","0.00015","0","1.479666667","0.001866667","0.003733333","0.002533333","0.002833333"
"2/21/2017","14:00","15:00","1.62115","0.002916667","1.62115","0.000266667","0.0202","0.062716667","0.041516667","0.106833333","0.007333333","0.012883333","0.00035","8.33E-5","0","1.1828","0.001616667","0.003866667","0.002166667","0.002916667"
"2/21/2017","15:00","16:00","1.4057","0.003033333","1.4057","0.000266667","0.020166667","0.062866667","0.04145","0.106183333","0.007316667","0.141066667","0.0005","3.33E-5","0","0.816316667","0.001316667","0.004033333","0.001666667","0.003033333"
"2/21/2017","16:00","17:00","1.358083333","0.003033333","1.358083333","0.000266667","0.020233333","0.063616667","0.0414","0.106066667","0.007483333","0.083216667","0.00045","1.67E-5","0","0.827333333","0.001316667","0.004033333","0.001683333","0.003033333"
"2/21/2017","17:00","18:00","1.8787","0.003016667","1.8787","0.000266667","0.020166667","0.06305","0.0417","0.10595","0.0072","0.040033333","0.000333333","0.00015","3.33E-5","1.396983333","0.0018","0.00375","0.002583333","0.003016667"
"2/21/2017","18:00","19:00","1.525466667","0.003183333","1.525466667","0.000266667","0.0202","0.062916667","0.041433333","0.105966667","0.007166667","0.0401","0.000433333","1.67E-5","1.67E-5","0.969233333","0.001433333","0.00395","0.001966667","0.003183333"
"2/21/2017","19:00","20:00","1.611816667","0.003233333","1.611816667","0.000266667","0.020233333","0.062066667","0.04155","0.1066","0.007466667","0.039983333","0.000466667","0","3.33E-5","1.007833333","0.0015","0.0039","0.002066667","0.003233333"
"2/21/2017","20:00","21:00","2.044616667","0.0032","2.044616667","0.000266667","0.0201","0.0616","0.041766667","0.10605","0.007116667","0.028816667","0.0003","0.000116667","1.67E-5","1.492833333","0.001883333","0.003666667","0.00275","0.0032"
"2/21/2017","21:00","22:00","1.207816667","0.003383333","1.207816667","0.000266667","0.02025","0.064483333","0.041266667","0.106083333","0.007066667","0.012883333","0.00055","0.000116667","1.67E-5","0.59845","0.001133333","0.00415","0.0016","0.003383333"
"2/21/2017","22:00","23:00","1.108366667","0.003383333","1.108366667","0.000266667","0.02025","0.064116667","0.0412","0.106","0.0071","0.012916667","0.000633333","0.00015","1.67E-5","0.5304","0.001033333","0.004266667","0.0015","0.003383333"
"2/21/2017","23:00","0:00","1.084566667","0.003416667","1.084566667","0.000283333","0.02025","0.063566667","0.041233333","0.105983333","0.007133333","0.012933333","0.000633333","0.000183333","1.67E-5","0.494866667","0.001033333","0.004266667","0.001416667","0.003416667"
"2/21/2017","0:00","1:00","1.019033333","0.003416667","1.019033333","0.000266667","0.020266667","0.062833333","0.041216667","0.106566667","0.007166667","0.012916667","0.00065","0.000183333","3.33E-5","0.4141","0.001","0.004283333","0.00125","0.003416667"
"2/22/2017","1:00","2:00","1.021133333","0.003416667","1.021133333","0.000266667","0.020233333","0.062766667","0.041216667","0.106083333","0.0073","0.012916667","0.000666667","0.000166667","1.67E-5","0.414566667","0.001","0.004283333","0.0013","0.003416667"
"2/22/2017","2:00","3:00","1.16685","0.003416667","1.16685","0.000266667","0.105866667","0.10465","0.041316667","0.105933333","0.007183333","0.012816667","0.000666667","0.00015","1.67E-5","0.414416667","0.001016667","0.0043","0.001233333","0.003416667"
"2/22/2017","3:00","4:00","1.3888","0.00345","1.3888","0.000183333","0.234983333","0.186983333","0.04135","0.105683333","0.007066667","0.01265","0.000666667","0.0001","1.67E-5","0.414633333","0.001016667","0.004266667","0.001216667","0.00345"
"2/22/2017","4:00","5:00","2.100516667","0.003433333","2.100516667","8.33E-5","0.495166667","0.574783333","0.041216667","0.10555","0.007083333","0.012566667","0.000616667","0.00015","3.33E-5","0.409466667","0.001016667","0.00425","0.001233333","0.003433333"
"2/22/2017","5:00","6:00","2.200883333","0.003483333","2.200883333","6.67E-5","0.491066667","0.665916667","0.04125","0.106216667","0.00725","0.01265","0.000583333","0.000183333","1.67E-5","0.4104","0.001033333","0.00425","0.00125","0.003483333"
"2/22/2017","6:00","7:00","2.1943","0.003466667","2.1943","8.33E-5","0.489233333","0.661833333","0.041383333","0.1057","0.007283333","0.012666667","0.000633333","0.000216667","3.33E-5","0.411383333","0.001","0.00425","0.001183333","0.003466667"
"2/22/2017","7:00","8:00","2.0628","0.003466667","2.0628","3.33E-5","0.452333333","0.584816667","0.041266667","0.1056","0.007233333","0.01265","0.0006","0.000166667","1.67E-5","0.4113","0.001016667","0.00425","0.00125","0.003466667"
"2/22/2017","8:00","9:00","2.039083333","0.003466667","2.039083333","0.000116667","0.537783333","0.493066667","0.04135","0.105383333","0.007083333","0.012433333","0.000633333","6.67E-5","1.67E-5","0.412316667","0.001033333","0.00425","0.001216667","0.003466667"
"2/22/2017","9:00","10:00","1.493333333","0.003466667","1.493333333","0.00025","0.498066667","0.064416667","0.041666667","0.10525","0.006883333","0.012183333","0.000683333","8.33E-5","1.67E-5","0.418333333","0.001","0.004266667","0.0012","0.003466667"
"2/22/2017","10:00","11:00","1.4836","0.00345","1.4836","0.000283333","0.492133333","0.060383333","0.0419","0.105866667","0.006833333","0.012183333","0.000716667","0.000116667","3.33E-5","0.41805","0.001033333","0.00425","0.001133333","0.00345"
"2/22/2017","11:00","12:00","1.481766667","0.00345","1.481766667","0.000233333","0.49085","0.062783333","0.0417","0.105316667","0.006733333","0.012133333","0.0007","0.0001","1.67E-5","0.417066667","0.001","0.00425","0.001166667","0.00345"
"2/22/2017","12:00","13:00","1.488566667","0.003466667","1.488566667","0.000266667","0.496166667","0.06275","0.041766667","0.105316667","0.006916667","0.012183333","0.000733333","8.33E-5","0","0.4184","0.001033333","0.004266667","0.001166667","0.003466667"
"2/22/2017","13:00","14:00","1.485266667","0.003433333","1.485266667","0.000216667","0.491733333","0.063916667","0.0417","0.105066667","0.006783333","0.012183333","0.0007","8.33E-5","1.67E-5","0.418483333","0.001016667","0.00425","0.001233333","0.003433333"
"2/22/2017","14:00","15:00","1.483316667","0.003433333","1.483316667","0.00025","0.48845","0.06255","0.0419","0.105116667","0.006783333","0.012183333","0.0007","0.0001","0","0.420466667","0.001016667","0.004266667","0.001183333","0.003433333"
"2/22/2017","15:00","16:00","1.552066667","0.003466667","1.552066667","0.000233333","0.487983333","0.062983333","0.0419","0.105766667","0.007283333","0.0122","0.00075","6.67E-5","1.67E-5","0.4218","0.001","0.004266667","0.001216667","0.003466667"
"2/22/2017","16:00","17:00","1.592383333","0.003466667","1.592383333","0.000233333","0.487","0.06295","0.042","0.1424","0.007183333","0.012183333","0.000616667","0.0001","0","0.42105","0.001016667","0.004266667","0.07045","0.003466667"
"2/22/2017","17:00","18:00","1.585866667","0.003466667","1.585866667","0.000233333","0.4865","0.06455","0.042083333","0.126766667","0.007116667","0.01225","0.000633333","0.0001","1.67E-5","0.41985","0.001016667","0.004283333","0.088","0.003466667"
"2/22/2017","18:00","19:00","1.561733333","0.00345","1.561733333","0.000233333","0.486583333","0.063883333","0.04215","0.1077","0.007133333","0.012216667","0.00065","0.000133333","0","0.418916667","0.001","0.004266667","0.08985","0.00345"
"2/22/2017","19:00","20:00","1.588116667","0.003433333","1.588116667","0.000216667","0.485733333","0.063533333","0.042216667","0.1286","0.007016667","0.012216667","0.000633333","0.000116667","1.67E-5","0.419783333","0.001016667","0.004283333","0.091433333","0.003433333"
"2/22/2017","20:00","21:00","1.56385","0.003466667","1.56385","0.000233333","0.485133333","0.062633333","0.042266667","0.110033333","0.007233333","0.012216667","0.00065","0.000133333","3.33E-5","0.4192","0.001","0.004266667","0.092166667","0.003466667"
"2/22/2017","21:00","22:00","1.562683333","0.003466667","1.562683333","0.000233333","0.485183333","0.063316667","0.0423","0.108533333","0.007016667","0.0122","0.00065","0.000133333","0","0.419166667","0.001","0.004266667","0.0931","0.003466667"
"2/22/2017","22:00","23:00","1.560766667","0.003433333","1.560766667","0.000233333","0.484866667","0.062433333","0.04245","0.107816667","0.007016667","0.012183333","0.000683333","0.000116667","0","0.419183333","0.001","0.004266667","0.09365","0.003433333"
"2/22/2017","23:00","0:00","1.561133333","0.003433333","1.561133333","0.000233333","0.484316667","0.064116667","0.042383333","0.10735","0.007083333","0.012166667","0.00065","0.000116667","1.67E-5","0.418916667","0.00105","0.004266667","0.094016667","0.003433333"
"2/22/2017","0:00","1:00","1.559383333","0.003416667","1.559383333","0.000233333","0.4836","0.062966667","0.04235","0.107066667","0.0071","0.012166667","0.000666667","0.000116667","1.67E-5","0.419316667","0.001016667","0.00425","0.094633333","0.003416667"
"2/22/2017","1:00","2:00","1.558016667","0.003433333","1.558016667","0.000233333","0.48335","0.063333333","0.042383333","0.10745","0.007133333","0.012116667","0.00065","0.000133333","1.67E-5","0.418033333","0.001016667","0.00425","0.0948","0.003433333"
"2/22/2017","2:00","3:00","1.5541","0.003416667","1.5541","0.00025","0.483416667","0.061566667","0.042533333","0.10665","0.00685","0.012133333","0.000683333","0.000133333","1.67E-5","0.417133333","0.00105","0.00425","0.094783333","0.003416667"
"2/22/2017","3:00","4:00","1.564466667","0.003433333","1.564466667","0.000233333","0.483483333","0.06565","0.042583333","0.1065","0.006783333","0.012216667","0.000666667","0.000116667","0","0.421033333","0.001016667","0.004266667","0.095733333","0.003433333"
"2/22/2017","4:00","5:00","1.558633333","0.00345","1.558633333","0.000233333","0.482666667","0.0633","0.04265","0.10635","0.0069","0.012183333","0.000683333","0.0001","1.67E-5","0.42005","0.001016667","0.004266667","0.095633333","0.00345"
"2/22/2017","5:00","6:00","1.544233333","0.003433333","1.544233333","0.000266667","0.482716667","0.0626","0.042783333","0.106233333","0.0068","0.012183333","0.000683333","0.000116667","0","0.403783333","0.00105","0.004266667","0.095933333","0.003433333"
"2/22/2017","6:00","7:00","1.48865","0.003433333","1.48865","0.000216667","0.482683333","0.062283333","0.04255","0.1066","0.00685","0.012166667","0.000683333","0.000116667","1.67E-5","0.340983333","0.001","0.004266667","0.095666667","0.003433333"
"2/22/2017","7:00","8:00","1.490666667","0.00345","1.490666667","0.000216667","0.482633333","0.0629","0.042533333","0.106316667","0.006866667","0.012183333","0.000666667","0.0001","0","0.342283333","0.001","0.004283333","0.096116667","0.00345"
"2/22/2017","8:00","9:00","1.49035","0.003416667","1.49035","0.000216667","0.482216667","0.063133333","0.042533333","0.10605","0.006883333","0.012183333","0.000683333","0.0001","0","0.342633333","0.001","0.004283333","0.095966667","0.003416667"
"2/22/2017","9:00","10:00","1.489616667","0.003433333","1.489616667","0.000233333","0.482366667","0.063283333","0.0425","0.105966667","0.0069","0.012116667","0.000683333","0.000116667","0","0.34225","0.001","0.004266667","0.095883333","0.003433333"
"2/22/2017","10:00","11:00","1.485333333","0.003416667","1.485333333","0.000216667","0.48165","0.062033333","0.042483333","0.105716667","0.0068","0.012083333","0.000666667","0.000116667","0","0.34155","0.001","0.00425","0.09575","0.003416667"
"2/22/2017","11:00","12:00","1.489866667","0.00345","1.489866667","0.000216667","0.481633333","0.06235","0.042583333","0.10645","0.00675","0.01215","0.000683333","0.0001","0","0.343316667","0.001","0.004283333","0.09645","0.00345"
"2/22/2017","12:00","13:00","1.487233333","0.003433333","1.487233333","0.000216667","0.48195","0.061816667","0.042666667","0.105816667","0.006883333","0.01215","0.000666667","0.0001","0","0.342216667","0.001","0.004266667","0.096266667","0.003433333"
"2/22/2017","13:00","14:00","1.490116667","0.003466667","1.490116667","0.000216667","0.481716667","0.06385","0.042616667","0.105833333","0.00685","0.012166667","0.0007","0.000116667","1.67E-5","0.34255","0.001","0.004283333","0.096566667","0.003466667"
"2/22/2017","14:00","15:00","1.49045","0.003433333","1.49045","0.00025","0.482766667","0.06315","0.04285","0.105683333","0.006783333","0.012166667","0.000683333","0.0001","0","0.343166667","0.001016667","0.004266667","0.096733333","0.003433333"
"2/22/2017","15:00","16:00","1.490216667","0.00345","1.490216667","0.00025","0.482616667","0.061933333","0.0431","0.105583333","0.00705","0.012216667","0.0007","0.0001","0","0.343733333","0.001","0.004283333","0.096833333","0.00345"
"2/22/2017","16:00","17:00","1.6055","0.003433333","1.6055","0.000233333","0.482733333","0.062116667","0.042766667","0.122383333","0.007066667","0.012183333","0.000633333","0.000133333","1.67E-5","0.449516667","0.001066667","0.00425","0.097183333","0.003433333"
"2/22/2017","17:00","18:00","1.523116667","0.003466667","1.523116667","0.000233333","0.4822","0.062266667","0.0427","0.1068","0.007233333","0.012166667","0.000666667","0.000116667","1.67E-5","0.3789","0.001016667","0.004266667","0.097066667","0.003466667"
"2/22/2017","18:00","19:00","1.662016667","0.003433333","1.662016667","0.000216667","0.480883333","0.061733333","0.042616667","0.123216667","0.007216667","0.012166667","0.00055","0.000133333","1.67E-5","0.34325","0.001","0.004283333","0.097083333","0.003433333"
"2/22/2017","19:00","20:00","2.14965","0.003433333","2.14965","0.000233333","0.480316667","0.063333333","0.042616667","0.105033333","0.007083333","0.012116667","0.0005","0.0002","1.67E-5","0.3409","0.347733333","0.004266667","0.0963","0.003433333"
"2/22/2017","20:00","21:00","3.294233333","0.003383333","3.294233333","0.000216667","0.445383333","0.06165","0.042316667","0.10485","0.007066667","0.011983333","0.000533333","0.00015","0","0.336533333","1.594966667","0.00425","0.095133333","0.003383333"
"2/22/2017","21:00","22:00","1.975366667","0.00345","1.975366667","0.0002","0.428816667","0.062866667","0.042433333","0.10575","0.007133333","0.012233333","0.00055","0.00015","0","0.340066667","0.349183333","0.004283333","0.09615","0.00345"
"2/22/2017","22:00","23:00","1.101283333","0.003466667","1.101283333","0","0.041783333","0.06245","0.042383333","0.10565","0.007333333","0.012783333","0.000633333","0.000166667","1.67E-5","0.3426","0.001","0.004283333","0.097266667","0.003466667"
"2/22/2017","23:00","0:00","1.456","0.00345","1.456","0","0.020266667","0.063966667","0.04245","0.105533333","0.007566667","0.01295","0.0005","8.33E-5","1.67E-5","0.591933333","0.001166667","0.00425","0.098683333","0.00345"
"2/22/2017","0:00","1:00","1.464866667","0.003416667","1.464866667","0","0.020316667","0.0636","0.042533333","0.105433333","0.007366667","0.012966667","0.000516667","6.67E-5","1.67E-5","0.641566667","0.0012","0.004233333","0.099166667","0.003416667"
"2/22/2017","1:00","2:00","1.0972","0.00345","1.0972","1.67E-5","0.020216667","0.062366667","0.042383333","0.105266667","0.007066667","0.012933333","0.000666667","0.000183333","0","0.346016667","0.001","0.004316667","0.098333333","0.00345"
"2/23/2017","2:00","3:00","1.388266667","0.003433333","1.388266667","1.67E-5","0.109983333","0.062933333","0.042483333","0.106216667","0.00695","0.0128","0.000633333","8.33E-5","0","0.523","0.00115","0.004266667","0.098816667","0.003433333"
"2/23/2017","3:00","4:00","1.357066667","0.00345","1.357066667","1.67E-5","0.110066667","0.062283333","0.042466667","0.105683333","0.006983333","0.01285","0.000666667","0.000133333","1.67E-5","0.450816667","0.001066667","0.0043","0.0991","0.00345"
"2/23/2017","4:00","5:00","1.51915","0.0034","1.51915","3.33E-5","0.226866667","0.063083333","0.042416667","0.105583333","0.0071","0.012716667","0.000683333","0.0001","1.67E-5","0.485283333","0.001033333","0.004283333","0.099333333","0.0034"
"2/23/2017","5:00","6:00","1.866783333","0.003433333","1.866783333","0.0003","0.61215","0.0634","0.04255","0.1483","0.00715","0.0122","0.000716667","8.33E-5","1.67E-5","0.346916667","0.001","0.004316667","0.098966667","0.003433333"
"2/23/2017","6:00","7:00","1.809716667","0.0034","1.809716667","0.000316667","0.621083333","0.0621","0.0425","0.105083333","0.007","0.0122","0.000816667","0.000116667","1.67E-5","0.347266667","0.001","0.004316667","0.09905","0.0034"
"2/23/2017","7:00","8:00","1.779416667","0.003416667","1.779416667","0.0003","0.572983333","0.062983333","0.0426","0.105966667","0.007233333","0.012316667","0.000816667","8.33E-5","1.67E-5","0.3539","0.001","0.004333333","0.0995","0.003416667"
"2/23/2017","8:00","9:00","1.655933333","0.003416667","1.655933333","0.0002","0.448266667","0.062466667","0.042366667","0.105366667","0.007116667","0.012466667","0.000783333","3.33E-5","1.67E-5","0.37445","0.001","0.004316667","0.099366667","0.003416667"
"2/23/2017","9:00","10:00","1.388016667","0.0034","1.388016667","3.33E-5","0.154416667","0.063533333","0.04255","0.105433333","0.00725","0.01285","0.000766667","0.0002","1.67E-5","0.373483333","0.001","0.0043","0.099333333","0.0034"
"2/23/2017","10:00","11:00","7.365633333","0.00365","7.365633333","1.67E-5","0.1466","0.06235","0.04195","0.10475","0.007316667","0.012283333","0.001133333","0.000266667","0","6.327833333","0.002033333","0.00485","0.09665","0.00365"
"2/23/2017","11:00","12:00","1.882033333","0.003466667","1.882033333","1.67E-5","0.154783333","0.062283333","0.042333333","0.105266667","0.007483333","0.012816667","0.000783333","0.000183333","1.67E-5","0.84465","0.001083333","0.004366667","0.099333333","0.003466667"
"2/23/2017","12:00","13:00","1.429583333","0.003416667","1.429583333","1.67E-5","0.155","0.06235","0.042216667","0.1489","0.007316667","0.012833333","0.000616667","0.000233333","0","0.370216667","0.001","0.004333333","0.099616667","0.003416667"
"2/23/2017","13:00","14:00","1.49075","0.0034","1.49075","3.33E-5","0.154433333","0.0629","0.042516667","0.105266667","0.0074","0.0128","0.000716667","0.00015","1.67E-5","0.499","0.0011","0.004266667","0.09975","0.0034"
"2/23/2017","14:00","15:00","1.46845","0.003416667","1.46845","5.00E-5","0.247833333","0.0634","0.04235","0.105166667","0.0073","0.012683333","0.00075","0.000116667","0","0.366733333","0.001016667","0.0043","0.099483333","0.003416667"
"2/23/2017","15:00","16:00","1.638233333","0.003433333","1.638233333","0.000183333","0.4324","0.063533333","0.0424","0.104983333","0.00735","0.012433333","0.000783333","1.67E-5","3.33E-5","0.365966667","0.001","0.004316667","0.099583333","0.003433333"
"2/23/2017","16:00","17:00","1.820633333","0.003383333","1.820633333","0.000316667","0.6241","0.062683333","0.04245","0.104816667","0.007216667","0.012133333","0.0008","0.000166667","0","0.364133333","0.001","0.0043","0.099383333","0.003383333"
"2/23/2017","17:00","18:00","1.8324","0.0034","1.8324","0.000283333","0.567866667","0.06265","0.04245","0.200266667","0.007333333","0.012166667","0.0005","3.33E-5","1.67E-5","0.363083333","0.001","0.004283333","0.098866667","0.0034"
"2/23/2017","18:00","19:00","1.620183333","0.003416667","1.620183333","0.000216667","0.486966667","0.062516667","0.042583333","0.10485","0.007066667","0.0123","0.000733333","6.67E-5","0","0.36365","0.001","0.004316667","0.0991","0.003416667"
"2/23/2017","19:00","20:00","1.7696","0.003433333","1.7696","0.0002","0.485716667","0.198","0.042533333","0.104883333","0.007333333","0.012366667","0.000733333","0","0","0.36295","0.001","0.004283333","0.09905","0.003433333"
"2/23/2017","20:00","21:00","2.10775","0.0034","2.10775","0.000116667","0.440933333","0.435283333","0.0422","0.104966667","0.00755","0.012616667","0.000666667","0.000166667","3.33E-5","0.359933333","0.001","0.0043","0.098783333","0.0034"
